id,name,category
4675,Oracle/Postgresql,Technical
4989,MES,Technical
4990,Phát Triển Chiến Lược,Technical
4991,Triển Khai Sản Phẩm,Technical
4680,Devops,Methodology
4681,SQL Server Management,Soft Skills
5405,Banking Operations,Technical
5406,English Proficiency,Language
4684,SOC,Technical
4685,Service Desk,Technical
5410,Project magement,Technical
5000,Telecommunications,Technical
5003,Hệ Thống Quản Lý,Technical
5004,Phần mềm nhúng,Technical
5414,SAP-ERP,Technical
5006,Backend Development,Technical
5415,SAP CO,Enterprise Systems
5416,Creative Design,Technical
4700,Audit,Technical
4701,Test Script,Technical
5009,Spring Framework,Technical
4703,Cải Tiến Dây Chuyền Sản Xuất,Technical
4704,PLC Omron,Technical
4705,Hỗ Trợ Kỹ Thuật,Technical
4706,Phát Triển Phần Mềm,Technical
4707,User Experience Development,Technical
4708,Human-Centered Design,Technical
5417,UI Design,Technical
4710,AI Engineer,Data & AI
5011,Computer Science,Technical
4712,Thử Nghiệm Hệ Thống,Technical
4713,It Support,Technical
4714,Helpdesk,Technical
4715,Agile/Scrum,Technical
5012,Ecommerce Operations,Technical
4717,Financial Services,Technical
4719,Adaptive Planning,Technical
4720,Learning Development,Technical
5419,Airflow,Technical
5420,Cloud System,Cloud & DevOps
4723,Data Visualization & Analysis (Power BI; SQL – basic; Python – basic),Technical
4724,Performance Analysis & Reporting,Technical
4725,Business Process Analysis,Technical
4726,KPI Dashboard & Reporting,Technical
4728,English Communication,Language
4729,Windows Operating Systems,Cloud & DevOps
5018,Financial Data Management,Soft Skills
4732,E-Commerce,Technical
4734,Database Software,Database & Storage
4737,Thiết Kế Phần Mềm,Technical
4738,Phát Triển Hệ Thống,Technical
5020,Ngân Hàng Số,Technical
4741,MES Systems,Technical
4742,MCSA,Technical
4743,Active Directory Management,Soft Skills
4744,Identity Management,Soft Skills
4745,Application Solution,Technical
4746,IT Phần Mềm,Technical
4747,Competitor Analytics,Technical
5021,Tài Chính Ngân Hàng,Technical
4750,Security Design,Technical
4752,Medical Device,Technical
5428,Môi Trường,Technical
5429,Điện,Technical
4755,Banking Solution,Technical
5026,Quality Assessment,Technical
4757,Kiểm Thử,Technical
4759,Japanese N1,Language
4760,Stakeholders Engagement,Technical
5431,SEO Marketing,Technical
4762,Chính Sách Và Thủ Tục,Technical
5029,Vpn,Technical
5030,Hệ điều hành Windows,Cloud & DevOps
4765,Microservice,Technical
5031,Analytical Skills,Technical
5032,Ecommerce Experience,Technical
4769,Giám Sát Hệ Thống Mạng,Technical
4770,Quản Trị Máy Chủ,Technical
4772,Software Design Analysis,Technical
5038,Project Ownership,Technical
5039,Project management methodologies,Soft Skills
5437,Risk Governance,Technical
5438,Security Information,Technical
5441,Salesforce Service Cloud,Cloud & DevOps
5443,Sql Queries,Technical
4785,English fluency,Language
4786,Finance,Technical
4788,IT Planning,Technical
4789,C/C++ Programming,Technical
5048,Quản Trị Công Nghệ,Technical
4791,Optimizing Performance,Technical
5049,Phát Triển Sản Phẩm,Technical
4793,ERP Software,Enterprise Systems
4794,Post-sales roles,Technical
5050,AI Vision,Data & AI
5445,Communication Skills,Soft Skills
4797,Window Server,Technical
5447,Fastapi,Technical
4800,RESTful APIs,Technical
5448,Engineering Leadership,Soft Skills
4802,Xây Dựng Báo Cáo,Technical
4803,Full Stack Development,Technical
4804,Node.JS,Technical
4805,CLV,Technical
4806,Crm Platforms,Enterprise Systems
5055,Tư Duy Logic,Technical
5056,Data Engineering,Technical
4809,Công nghệ thông tin,Technical
5450,product owner,Product & Business Analysis
5451,Ui/Ux Design,Design & UX
5061,Phân Tích Rủi Ro,Technical
5062,Security Solutions,Technical
4816,Banking Experience,Technical
4817,Agile Methodologies,Methodology
4818,.Net Framework,Technical
5063,Enterprise Networking,Cloud & DevOps
4820,Lakehouse,Technical
4821,Monitoring,Technical
5064,Network Monitoring,Technical
4823,FastApi,Technical
5453,User Support,Technical
5454,Accounting,Technical
5456,AI/ML,Technical
5457,Hệ Thống Haccp,Technical
5071,Erp & Supply Chain,Enterprise Systems
5072,Html,Technical
5073,Javascript,Technical
5074,it engineering,Technical
4834,Python APIs,Technical
5459,Tiếng Anh Giao Tiếp,Language
5076,Vận hành Nghiệp Vụ,Technical
4837,MES operation,Technical
5077,Phân tích dữ liệu,Technical
5460,SAP Functional,Enterprise Systems
5080,Triển Khai Hệ Thống,Technical
5081,Helpdesk Support,Technical
5082,Microsoft Power BI,Data & AI
5083,BI Dashboard,Technical
5084,Power Bi,Data & AI
5085,Advanced Sql Skills,Technical
5463,Korean Language,Language
5465,Uml,Product & Business Analysis
5090,Growth Marketing,Technical
5466,Red Hat Linux,Technical
5467,Microsoft Sql Server,Technical
5471,Incentive Systems,Technical
5097,Vận Hành Hệ Thống Mạng,Technical
5472,Performance Analysis,Technical
5473,Performance Tracking,Technical
5474,analytical skills,Technical
5117,Giao Tiếp,Technical
5119,PCB Design,Technical
5120,Viễn Thông,Technical
5121,Proactive Work Spirit,Technical
5124,Security auditing,Technical
5125,Cybersecurity Operations,Security
5126,Effective Communication,Soft Skills
5127,Mobile System Architecture,Methodology
5128,Network Diagnostics,Technical
5129,Technical Support,Technical
5136,PowerBI Analysis,Technical
5137,Quản Trị Phần Mềm,Technical
5139,Software Programming,Technical
5141,Software Project Management,Soft Skills
5142,Quản Lý Dự Án Số Hóa,Technical
5143,Lập Kế Hoạch,Technical
5497,Cloud Vmware,Cloud & DevOps
5498,English communication,Language
5500,Access Control Management,Soft Skills
5502,Finance Analyst,Technical
5503,Vulnerability Assessment,Technical
5505,Good English Reading,Language
5154,Communication,Soft Skills
5156,Large Language Models,Technical
5508,Design for manufacturing,Technical
5158,I2C protocol,Technical
5161,Wpf Application Development,Technical
5512,Project Analysis,Technical
5165,Business Architecture Applications,Technical
5166,Sql And Xml Basics,Technical
5167,Cơ Khí,Technical
5168,kỹ thuật vật liệu,Technical
5169,.Net,Technical
5170,Java programming,Technical
5171,Product Owner Experience,Product & Business Analysis
5172,Digital Banking,Technical
5173,Spi Equipment Operation,Technical
5174,Report Writing,Technical
5175,Risk Analytics,Technical
5176,Analytic Skills,Technical
5177,Automation Frameworks,Technical
5178,Mobile Testing,Technical
5514,Bảo Mật Server,Technical
5515,Quản Trị Hạ Tầng CNTT,Technical
5181,Hris Management,Soft Skills
5184,Agile Scrum,Methodology
5185,Scada Knowledge,Technical
5186,Plc Programming,Technical
5519,Automated Unit Testing,Technical
5189,Teamwork,Soft Skills
5190,Technical consultancy,Technical
5192,Database Administration,Database & Storage
5193,Siem,Security
5194,AI/LLM,Technical
5195,Auto CAD,Technical
5521,Data Pipeline,Technical
5197,Security Operations,Technical
5198,Chứng Chỉ Togaf,Methodology
5199,Tư Duy Hệ Thống,Technical
5522,Kiểm Soát Kiểm Toán,Technical
5523,Vận Hành Hệ Thống,Technical
5203,AI Governance,Data & AI
5525,Thiết Kế API,Technical
5205,Salesforce Development,Technical
5526,Quản Lý Dự Án Công Nghệ,Technical
5207,Quản Trị Hệ Thống Erp,Enterprise Systems
5208,Quản trị Windows Server,Cloud & DevOps
5209,Cybersecurity Expertise,Security
5527,Lãnh đạo và quản lý,Technical
5532,Ai/Ml Product Delivery,Technical
5536,Servicenow Platform Administration,Enterprise Systems
5537,Javascript Scripting,Technical
5540,Tư Vấn Giải Pháp,Technical
5238,Collaboration,Technical
5239,QC Systems,Technical
5541,Azure Devops,Methodology
5241,Giám Sát Hoạt Động,Technical
5542,Azure Databricks,Technical
5244,Linux Proficiency,Technical
5245,Iot Project Experience,Embedded & Hardware
5544,ISO9001 standards,Technical
5247,Manual Testing,Technical
5248,Platform Management,Soft Skills
5249,Business analysis,Product & Business Analysis
5545,QMS,Technical
5546,ISO 9001 & 14001,Methodology
5252,Linux Environments,Technical
5253,LTE,Technical
5254,Kết Cấu Thép,Technical
5547,Báo Cáo Thống Kê,Technical
5256,ERP Implementation,Enterprise Systems
5548,Điện Tử Viễn Thông,Technical
5258,Business Process Management,Soft Skills
5259,Software Development,Technical
5549,Quản Trị Hệ Thống,Technical
5262,Kinh Nghiệm Qe/Cqe/Ipqc,Technical
5263,Quản Lý Chất Lượng,Technical
5551,Quản Trị Dự Án,Technical
5265,Powerbi,Technical
5266,Pivot Table,Technical
5552,Kiến trúc doanh nghiệp,Technical
5553,Data Architecture,Technical
5269,Quality Management Tools,Soft Skills
5270,Structured Cabling Knowledge,Technical
5554,AI application,Data & AI
5272,Application Support,Technical
5273,Database Management,Soft Skills
5555,Quality,Technical
5275,SQL Query Writing,Technical
5276,SAP Business One,Enterprise Systems
5277,Solution Design,Technical
5557,Java Fundamentals,Technical
5280,Iso 9002,Technical
5558,Middleware Knowledge,Technical
5282,Data Engineering Tools,Technical
5283,Dimensional Data Modelling,Technical
5559,Fintech Experience,Technical
5561,Kinh Doanh Hàng Không,Technical
5288,Nlp,Data & AI
5289,Business Development,Technical
5290,Erp Software,Enterprise Systems
5291,Power Apps,Technical
5563,Tiếng Anh thành thạo,Language
5294,It Infrastructure Knowledge,Technical
5295,Technical Documentation,Technical
5566,Linux Server,Technical
5567,An Ninh Mạng,Technical
5568,Agile Delivery Management,Methodology
5569,Digital Product Management,Soft Skills
5301,Html5- Css3- Javascript,Technical
5302,Ecommerce Technology,Technical
5303,PHP Development,Technical
5571,Kỹ Năng Đàm Phán Và Giao Tiếp,Technical
5307,Financial Modelling,Technical
5308,Strategic Thinking,Technical
5309,Low-code Development,Technical
5310,Sap S/4Hana,Enterprise Systems
5311,Capacity Planning,Technical
5313,ITGC,Technical
5314,CCBA,Technical
5576,Nlp & Gen Ai,Data & AI
5577,GIT,Technical
5579,Windows Setup,Cloud & DevOps
5325,Khách sạn 4-5 sao,Technical
5326,Giao diện người dùng,Technical
5327,Giao tiếp tốt,Technical
5328,Thiết Kế Game,Technical
5329,Game Analysis,Technical
5330,Security+,Technical
5331,Security Compliance,Technical
5586,Analytical Thinking,Soft Skills
5588,Mlops Practices,Data & AI
5590,Oracle BI,Technical
5591,Vendor Management,Soft Skills
5592,DevOps practices,Methodology
5593,Information Risk Management,Soft Skills
5594,Cyber Risk Management,Soft Skills
5596,Data Structures,Technical
